title,author,price,original_price,url,website,isbn,description,image_url,category,date_parsed
Отель,Артур Хейли,499,499 ₽,https://www.chitai-gorod.ru/product/otel-2410259,chitai-gorod,978546847476,Книга 'Отель...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Цветы для Элджернона,Дэниел Киз,649,649 ₽,https://www.chitai-gorod.ru/product/cvety-dlya-eldzhernona-3034715,chitai-gorod,978870379620,Книга 'Цветы для Элджернона...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Гранатовый браслет,Александр Куприн,299,299 ₽,https://www.chitai-gorod.ru/product/granatovyy-braslet-2504555,chitai-gorod,978488859168,Книга 'Гранатовый браслет...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Демиан,Герман Гессе,359,359 ₽,https://www.chitai-gorod.ru/product/demian-2428172,chitai-gorod,978290555884,Книга 'Демиан...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Таинственный сад,Фрэнсис Элиза Ходжсон Бёрнетт,309,309 ₽,https://www.chitai-gorod.ru/product/tainstvennyy-sad-novyy-perevod-3049549,chitai-gorod,978547674007,Книга 'Таинственный сад...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
"Человек, который смеется",Виктор Мари Гюго,349,349 ₽,https://www.chitai-gorod.ru/product/chelovek-kotoryy-smeetsya-2481830,chitai-gorod,978151190136,"Книга 'Человек, который смеется...'",https://content.img-gorod.ru/pim/products/images/a8/8c/018fa159-d463-712a-acff-a9346eeca88c.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Дракула,Брэм Стокер,319,319 ₽,https://www.chitai-gorod.ru/product/drakula-3027048,chitai-gorod,978987173726,Книга 'Дракула...',https://content.img-gorod.ru/pim/products/images/6c/21/018fa300-d4db-70a0-aa50-868f779d6c21.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Униженные и оскорбленные,Федор Достоевский,309,309 ₽,https://www.chitai-gorod.ru/product/unizhennye-i-oskorblennye-2495748,chitai-gorod,978393161802,Книга 'Униженные и оскорбленные...',https://content.img-gorod.ru/pim/products/images/28/9a/0195175c-b2ea-7ef2-8199-8f6148a6289a.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Ваш покорный слуга кот,Сосэки Нацумэ,379,379 ₽,https://www.chitai-gorod.ru/product/vash-pokornyy-sluga-kot-2965154,chitai-gorod,978203872075,Книга 'Ваш покорный слуга кот...',https://content.img-gorod.ru/pim/products/images/49/7b/018fa2ad-f51d-71e4-bac0-f9e98b38497b.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Странник по звездам,Джек Лондон,309,309 ₽,https://www.chitai-gorod.ru/product/strannik-po-zvezdam-2597422,chitai-gorod,978940594794,Книга 'Странник по звездам...',https://content.img-gorod.ru/pim/products/images/ce/24/018fa182-da60-7d1b-ab53-6f9cab94ce24.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Граф Монте-Кристо [Роман. В 2 т.] Т. II,Александр Дюма (отец),339,339 ₽,https://www.chitai-gorod.ru/product/graf-monte-kristo-roman-v-2-t-t-ii-2597421,chitai-gorod,978329413024,Книга 'Граф Монте-Кристо [Роман. В 2 т.] Т. II...',https://content.img-gorod.ru/pim/products/images/58/82/0194e3fc-eaa1-7fe1-99a7-a6ceb9305882.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
На дне,Максим Горький,299,299 ₽,https://www.chitai-gorod.ru/product/na-dne-2894012,chitai-gorod,978677246924,Книга 'На дне...',https://content.img-gorod.ru/pim/products/images/a2/cd/018fa25e-255c-7a77-b8bc-5737b0daa2cd.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Коллекционер,Джон Роберт Фаулз,749,749 ₽,https://www.chitai-gorod.ru/product/kollekcioner-2833991,chitai-gorod,978109067600,Книга 'Коллекционер...',https://content.img-gorod.ru/pim/products/images/7a/59/019a2961-193e-75e1-a186-476f56997a59.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Приют Грез,Эрих Мария Ремарк,339,339 ₽,https://www.chitai-gorod.ru/product/priyut-grez-novyy-perevod-2922671,chitai-gorod,978478163379,Книга 'Приют Грез...',https://content.img-gorod.ru/pim/products/images/84/2a/018fa256-497c-7361-a2c9-9a3e85c9842a.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Тошнота,Жан Сартр,379,379 ₽,https://www.chitai-gorod.ru/product/toshnota-2397514,chitai-gorod,978712815636,Книга 'Тошнота...',https://content.img-gorod.ru/pim/products/images/3b/0b/018fa14f-bc8a-7301-a141-1f3d5c863b0b.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Доктор Живаго : роман,Борис Пастернак,359,359 ₽,https://www.chitai-gorod.ru/product/doktor-zhivago-roman-2466123,chitai-gorod,978701769064,Книга 'Доктор Живаго : роман...',https://content.img-gorod.ru/pim/products/images/04/ea/018fa154-bb24-7085-943f-61b0740504ea.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Незнакомка из Уайлдфелл-Холла,Энн Бронте,329,329 ₽,https://www.chitai-gorod.ru/product/neznakomka-iz-uayldfell-holla-2965421,chitai-gorod,978816098350,Книга 'Незнакомка из Уайлдфелл-Холла...',https://content.img-gorod.ru/pim/products/images/22/9a/018fa2b9-f0bc-7ed3-89c4-8d99e6c1229a.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Заводной апельсин,Энтони Бёрджесс,359,359 ₽,https://www.chitai-gorod.ru/product/zavodnoy-apelsin-2397960,chitai-gorod,978129542773,Книга 'Заводной апельсин...',https://content.img-gorod.ru/pim/products/images/64/7c/019a7664-4b49-753a-98d2-23c1f93d647c.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Дракула,Брэм Стокер,549,549 ₽,https://www.chitai-gorod.ru/product/drakula-2936613,chitai-gorod,978521751826,Книга 'Дракула...',https://content.img-gorod.ru/pim/products/images/de/7b/018f6089-5aab-7411-8ace-59c9334fde7b.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Собачье сердце,Михаил Булгаков,309,309 ₽,https://www.chitai-gorod.ru/product/sobache-serdce-2719696,chitai-gorod,978183726619,Книга 'Собачье сердце...',https://content.img-gorod.ru/pim/products/images/bc/d6/018fa1c6-8412-782f-9807-bf6955f7bcd6.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Аэропорт: роман,Артур Хейли,499,499 ₽,https://www.chitai-gorod.ru/product/aeroport-roman-2426506,chitai-gorod,978743040390,Книга 'Аэропорт: роман...',https://content.img-gorod.ru/pim/products/images/b8/a1/018fa158-2974-7d40-befe-298ea81eb8a1.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Финансист,Теодор Драйзер,349,349 ₽,https://www.chitai-gorod.ru/product/finansist-2628392,chitai-gorod,978403705750,Книга 'Финансист...',https://content.img-gorod.ru/pim/products/images/ff/9c/018fa194-2f9a-78af-8b22-860b56a5ff9c.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Гордость и предубеждение,Джейн Остен,0,1 199 ₽,https://www.chitai-gorod.ru/product/gordost-i-predubezhdenie-3053613,chitai-gorod,978887923243,Книга 'Гордость и предубеждение...',https://content.img-gorod.ru/pim/products/images/89/5e/0190c93e-4f81-7c9d-845d-32ad306a895e.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Цветы для Элджернона,Дэниел Киз,679,679 ₽,https://www.chitai-gorod.ru/product/cvety-dlya-eldzhernona-3027601,chitai-gorod,978104734685,Книга 'Цветы для Элджернона...',https://content.img-gorod.ru/pim/products/images/72/89/018f61d6-a742-7dc9-9164-6679526f7289.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Превращение,Франц Кафка,329,329 ₽,https://www.chitai-gorod.ru/product/prevrashchenie-2573365,chitai-gorod,978843499201,Книга 'Превращение...',https://content.img-gorod.ru/pim/products/images/30/b8/0198f44d-e105-76ae-b83b-e48cdb7e30b8.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Граф Монте-Кристо,Александр Дюма (отец),0,1 999 ₽,https://www.chitai-gorod.ru/product/graf-monte-kristo-v-2-h-tomah-komplekt-2732943,chitai-gorod,978401434705,Книга 'Граф Монте-Кристо...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Преступление и наказание,Федор Достоевский,359,359 ₽,https://www.chitai-gorod.ru/product/prestuplenie-i-nakazanie-2819802,chitai-gorod,978752536030,Книга 'Преступление и наказание...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Процесс,Франц Кафка,309,309 ₽,https://www.chitai-gorod.ru/product/process-2468622,chitai-gorod,978256935115,Книга 'Процесс...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Клуб самоубийц,Роберт Льюис Стивенсон,299,299 ₽,https://www.chitai-gorod.ru/product/klub-samoubiyc-2757685,chitai-gorod,978395147244,Книга 'Клуб самоубийц...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
На вилле,Уильям Сомерсет Моэм,329,329 ₽,https://www.chitai-gorod.ru/product/na-ville-2899680,chitai-gorod,978162282263,Книга 'На вилле...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Братья Карамазовы,Федор Достоевский,0,1 149 ₽,https://www.chitai-gorod.ru/product/bratya-karamazovy-2719593,chitai-gorod,978798637020,Книга 'Братья Карамазовы...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Степной волк,Герман Гессе,389,389 ₽,https://www.chitai-gorod.ru/product/stepnoy-volk-2412537,chitai-gorod,978469733463,Книга 'Степной волк...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Энн из Зеленых Крыш,Люси Мод Монтгомери,359,359 ₽,https://www.chitai-gorod.ru/product/enn-iz-zelenyh-krysh-3022567,chitai-gorod,978922637697,Книга 'Энн из Зеленых Крыш...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Война и мир. Книга 1,Лев Толстой,369,369 ₽,https://www.chitai-gorod.ru/product/voyna-i-mir-kniga-1-tt-1-2-roman-2471823,chitai-gorod,978301247786,Книга 'Война и мир. Книга 1...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
451 градус по Фаренгейту,Рэй Брэдбери,649,649 ₽,https://www.chitai-gorod.ru/product/451-gradus-po-farengeytu-il-a-simanchuka-2925054,chitai-gorod,978235721451,Книга '451 градус по Фаренгейту...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
12 стульев,"Илья Ильф, Евгений Петров",309,309 ₽,https://www.chitai-gorod.ru/product/12-stulev-2489573,chitai-gorod,978879604837,Книга '12 стульев...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Сто лет одиночества: роман,Габриэль Гарсиа Маркес,699,699 ₽,https://www.chitai-gorod.ru/product/sto-let-odinochestva-roman-2471454,chitai-gorod,978678656394,Книга 'Сто лет одиночества: роман...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Горе от ума,Александр Грибоедов,289,289 ₽,https://www.chitai-gorod.ru/product/gore-ot-uma-98092,chitai-gorod,978856360362,Книга 'Горе от ума...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Момент истины. В августе сорок четвертого...,Владимир Богомолов,0,1 099 ₽,https://www.chitai-gorod.ru/product/moment-istiny-v-avguste-sorok-chetvertogo-2797469,chitai-gorod,978119589881,Книга 'Момент истины. В августе сорок четвертого......',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Время жить и время умирать,Эрих Мария Ремарк,399,399 ₽,https://www.chitai-gorod.ru/product/vremya-zhit-i-vremya-umirat-2666813,chitai-gorod,978535542195,Книга 'Время жить и время умирать...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Воскресение,Лев Толстой,329,329 ₽,https://www.chitai-gorod.ru/product/voskresenie-2578331,chitai-gorod,978886964296,Книга 'Воскресение...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Евгений Онегин. Поэмы,Александр Пушкин,359,359 ₽,https://www.chitai-gorod.ru/product/evgeniy-onegin-poemy-2967770,chitai-gorod,978109883919,Книга 'Евгений Онегин. Поэмы...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Ревизор : сборник,Николай Гоголь,299,299 ₽,https://www.chitai-gorod.ru/product/revizor-sbornik-2604607,chitai-gorod,978647321519,Книга 'Ревизор : сборник...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
Тихий Дон. [Роман. В 2 т.]. Т. I,Михаил Шолохов,449,449 ₽,https://www.chitai-gorod.ru/product/tihiy-don-roman-v-2-t-t-i-3018002,chitai-gorod,978252140418,Книга 'Тихий Дон. [Роман. В 2 т.]. Т. I...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:39
