title,author,price,original_price,store_price,url,website,isbn,description,image_url,category,date_parsed
Вино из одуванчиков,Брэдбери Дж.,672,672 ₽,790 ₽ в магазине,https://www.moscowbooks.ru/book/1213379/,moscowbooks,978622190656,Книга 'Вино из одуванчиков...',https://www.moscowbooks.ru/image/book/827/w154/i827708.jpg?cu=20241206150501,Фантастика,2026-01-20 01:43:19
Долгая Прогулка,Кинг С.,400,400 ₽,470 ₽ в магазине,https://www.moscowbooks.ru/book/1237005/,moscowbooks,978519411400,Книга 'Долгая Прогулка...',https://www.moscowbooks.ru/image/book/846/w154/i846234.jpg?cu=20250908153512,Фантастика,2026-01-20 01:43:19
Долгая Прогулка,Кинг С.,680,680 ₽,800 ₽ в магазине,https://www.moscowbooks.ru/book/1236572/,moscowbooks,978772283715,Книга 'Долгая Прогулка...',https://www.moscowbooks.ru/image/book/845/w154/i845764.jpg?cu=20250901193532,Фантастика,2026-01-20 01:43:19
Резкое похолодание. Зимняя книга,Старобинец А. А.,680,680 ₽,800 ₽ в магазине,https://www.moscowbooks.ru/book/1242963/,moscowbooks,978598708502,Книга 'Резкое похолодание. Зимняя книга...',https://www.moscowbooks.ru/image/book/850/w154/i850782.jpg?cu=20251101124506,Фантастика,2026-01-20 01:43:19
11/22/63,Кинг С.,655,655 ₽,770 ₽ в магазине,https://www.moscowbooks.ru/book/1055686/,moscowbooks,978250457511,Книга '11/22/63...',https://www.moscowbooks.ru/image/book/709/w154/i709525.jpg?cu=20201222122546,Фантастика,2026-01-20 01:43:19
Русская готика. Сборник мистических произведений русских классиков,Автор не указан,621,621 ₽,730 ₽ в магазине,https://www.moscowbooks.ru/book/1237637/,moscowbooks,978564618076,Книга 'Русская готика. Сборник мистических произведений р...',https://www.moscowbooks.ru/image/book/846/w154/i846709.jpg?cu=20250912162504,Фантастика,2026-01-20 01:43:19
Лисьи Броды,Старобинец А. А.,1411,1 411 ₽,1 660 ₽ в магазине,https://www.moscowbooks.ru/book/1117806/,moscowbooks,978334636282,Книга 'Лисьи Броды...',https://www.moscowbooks.ru/image/book/754/w154/i754931.jpg?cu=20220629150501,Фантастика,2026-01-20 01:43:22
Седьмой,Лукьяненко С. В.,1003,1 003 ₽,1 180 ₽ в магазине,https://www.moscowbooks.ru/book/1236177/,moscowbooks,978601757272,Книга 'Седьмой...',https://www.moscowbooks.ru/image/book/845/w154/i845472.jpg?cu=20250827172506,Фантастика,2026-01-20 01:43:22
Трудно быть богом,Стругацкий А. Н.,765,765 ₽,900 ₽ в магазине,https://www.moscowbooks.ru/book/1092799/,moscowbooks,978787461722,Книга 'Трудно быть богом...',https://www.moscowbooks.ru/image/book/736/w154/i736992.jpg?cu=20211130115507,Фантастика,2026-01-20 01:43:22
Вегетация,Иванов А. В.,855,855 ₽,1 030 ₽ в магазине,https://www.moscowbooks.ru/book/1209620/,moscowbooks,978877175113,Книга 'Вегетация...',https://www.moscowbooks.ru/image/book/824/w154/i824978.jpg?cu=20241106183508,Фантастика,2026-01-20 01:43:22
Сказки Волшебной страны. С иллюстрациями Алана Ли,Толкин Дж. Р. Р.,1335,1 335 ₽,1 570 ₽ в магазине,https://www.moscowbooks.ru/book/1226135/,moscowbooks,978245237729,Книга 'Сказки Волшебной страны. С иллюстрациями Алана Ли...',https://www.moscowbooks.ru/image/book/837/w154/i837551.jpg?cu=20250417120501,Фантастика,2026-01-20 01:43:22
Перекресток воронов,Сапковский А.,799,799 ₽,940 ₽ в магазине,https://www.moscowbooks.ru/book/1239190/,moscowbooks,978660385986,Книга 'Перекресток воронов...',https://www.moscowbooks.ru/image/book/847/w154/i847966.jpg?cu=20250930193523,Фантастика,2026-01-20 01:43:22
451 градус по Фаренгейту,Брэдбери Р. Д.,765,765 ₽,900 ₽ в магазине,https://www.moscowbooks.ru/book/1231448/,moscowbooks,978406265501,Книга '451 градус по Фаренгейту...',https://www.moscowbooks.ru/image/book/841/w154/i841813.jpg?cu=20250620201535,Фантастика,2026-01-20 01:43:22
Пятое сердце,Симмонс Д.,595,595 ₽,700 ₽ в магазине,https://www.moscowbooks.ru/book/1247491/,moscowbooks,978842284036,Книга 'Пятое сердце...',https://www.moscowbooks.ru/image/book/854/w154/i854373.jpg?cu=20251208153503,Фантастика,2026-01-20 01:43:22
Поселок,Булычев К.,391,391 ₽,460 ₽ в магазине,https://www.moscowbooks.ru/book/1085821/,moscowbooks,978651842630,Книга 'Поселок...',https://www.moscowbooks.ru/image/book/731/w154/i731383.jpg?cu=20211008183509,Фантастика,2026-01-20 01:43:22
Задача трех тел,Лю Цысинь,1037,1 037 ₽,1 220 ₽ в магазине,https://www.moscowbooks.ru/book/1176803/,moscowbooks,978179197790,Книга 'Задача трех тел...',https://www.moscowbooks.ru/image/book/799/w154/i799942.jpg?cu=20231215172507,Фантастика,2026-01-20 01:43:22
Поселок,Булычев К.,842,842 ₽,990 ₽ в магазине,https://www.moscowbooks.ru/book/1201780/,moscowbooks,978899875432,Книга 'Поселок...',https://www.moscowbooks.ru/image/book/819/w154/i819252.jpg?cu=20240902170513,Фантастика,2026-01-20 01:43:22
Час Быка,Ефремов И. А.,502,502 ₽,590 ₽ в магазине,https://www.moscowbooks.ru/book/1203460/,moscowbooks,978977692504,Книга 'Час Быка...',https://www.moscowbooks.ru/image/book/820/w154/i820531.jpg?cu=20240916123506,Фантастика,2026-01-20 01:43:22
Обмен разумов,Шекли Р.,842,842 ₽,990 ₽ в магазине,https://www.moscowbooks.ru/book/1249265/,moscowbooks,978461438773,Книга 'Обмен разумов...',https://www.moscowbooks.ru/image/book/855/w154/i855718.jpg?cu=20251225154515,Фантастика,2026-01-20 01:43:22
Сами боги,Азимов А.,995,995 ₽,1 170 ₽ в магазине,https://www.moscowbooks.ru/book/1179013/,moscowbooks,978431257920,Книга 'Сами боги...',https://www.moscowbooks.ru/image/book/801/w154/i801602.jpg?cu=20240112125509,Фантастика,2026-01-20 01:43:22
Вино из одуванчиков,Брэдбери Дж.,672,672 ₽,790 ₽ в магазине,https://www.moscowbooks.ru/book/1213379/,moscowbooks,978187769961,Книга 'Вино из одуванчиков...',https://www.moscowbooks.ru/image/book/827/w154/i827708.jpg?cu=20241206150501,Фантастика,2026-01-20 01:43:22
Долгая Прогулка,Кинг С.,400,400 ₽,470 ₽ в магазине,https://www.moscowbooks.ru/book/1237005/,moscowbooks,978569889754,Книга 'Долгая Прогулка...',https://www.moscowbooks.ru/image/book/846/w154/i846234.jpg?cu=20250908153512,Фантастика,2026-01-20 01:43:22
Долгая Прогулка,Кинг С.,680,680 ₽,800 ₽ в магазине,https://www.moscowbooks.ru/book/1236572/,moscowbooks,978560766254,Книга 'Долгая Прогулка...',https://www.moscowbooks.ru/image/book/845/w154/i845764.jpg?cu=20250901193532,Фантастика,2026-01-20 01:43:22
Резкое похолодание. Зимняя книга,Старобинец А. А.,680,680 ₽,800 ₽ в магазине,https://www.moscowbooks.ru/book/1242963/,moscowbooks,978149775367,Книга 'Резкое похолодание. Зимняя книга...',https://www.moscowbooks.ru/image/book/850/w154/i850782.jpg?cu=20251101124506,Фантастика,2026-01-20 01:43:22
11/22/63,Кинг С.,655,655 ₽,770 ₽ в магазине,https://www.moscowbooks.ru/book/1055686/,moscowbooks,978230403461,Книга '11/22/63...',https://www.moscowbooks.ru/image/book/709/w154/i709525.jpg?cu=20201222122546,Фантастика,2026-01-20 01:43:22
Русская готика. Сборник мистических произведений русских классиков,Автор не указан,621,621 ₽,730 ₽ в магазине,https://www.moscowbooks.ru/book/1237637/,moscowbooks,978498687578,Книга 'Русская готика. Сборник мистических произведений р...',https://www.moscowbooks.ru/image/book/846/w154/i846709.jpg?cu=20250912162504,Фантастика,2026-01-20 01:43:22
Лисьи Броды,Старобинец А. А.,1411,1 411 ₽,1 660 ₽ в магазине,https://www.moscowbooks.ru/book/1117806/,moscowbooks,978808112882,Книга 'Лисьи Броды...',https://www.moscowbooks.ru/image/book/754/w154/i754931.jpg?cu=20220629150501,Фантастика,2026-01-20 01:43:16
Седьмой,Лукьяненко С. В.,1003,1 003 ₽,1 180 ₽ в магазине,https://www.moscowbooks.ru/book/1236177/,moscowbooks,978772987064,Книга 'Седьмой...',https://www.moscowbooks.ru/image/book/845/w154/i845472.jpg?cu=20250827172506,Фантастика,2026-01-20 01:43:16
Трудно быть богом,Стругацкий А. Н.,765,765 ₽,900 ₽ в магазине,https://www.moscowbooks.ru/book/1092799/,moscowbooks,978254978568,Книга 'Трудно быть богом...',https://www.moscowbooks.ru/image/book/736/w154/i736992.jpg?cu=20211130115507,Фантастика,2026-01-20 01:43:16
Вегетация,Иванов А. В.,855,855 ₽,1 030 ₽ в магазине,https://www.moscowbooks.ru/book/1209620/,moscowbooks,978717518801,Книга 'Вегетация...',https://www.moscowbooks.ru/image/book/824/w154/i824978.jpg?cu=20241106183508,Фантастика,2026-01-20 01:43:16
Сказки Волшебной страны. С иллюстрациями Алана Ли,Толкин Дж. Р. Р.,1335,1 335 ₽,1 570 ₽ в магазине,https://www.moscowbooks.ru/book/1226135/,moscowbooks,978543416232,Книга 'Сказки Волшебной страны. С иллюстрациями Алана Ли...',https://www.moscowbooks.ru/image/book/837/w154/i837551.jpg?cu=20250417120501,Фантастика,2026-01-20 01:43:16
Перекресток воронов,Сапковский А.,799,799 ₽,940 ₽ в магазине,https://www.moscowbooks.ru/book/1239190/,moscowbooks,978858388022,Книга 'Перекресток воронов...',https://www.moscowbooks.ru/image/book/847/w154/i847966.jpg?cu=20250930193523,Фантастика,2026-01-20 01:43:16
451 градус по Фаренгейту,Брэдбери Р. Д.,765,765 ₽,900 ₽ в магазине,https://www.moscowbooks.ru/book/1231448/,moscowbooks,978715356545,Книга '451 градус по Фаренгейту...',https://www.moscowbooks.ru/image/book/841/w154/i841813.jpg?cu=20250620201535,Фантастика,2026-01-20 01:43:16
Пятое сердце,Симмонс Д.,595,595 ₽,700 ₽ в магазине,https://www.moscowbooks.ru/book/1247491/,moscowbooks,978176551305,Книга 'Пятое сердце...',https://www.moscowbooks.ru/image/book/854/w154/i854373.jpg?cu=20251208153503,Фантастика,2026-01-20 01:43:16
Поселок,Булычев К.,391,391 ₽,460 ₽ в магазине,https://www.moscowbooks.ru/book/1085821/,moscowbooks,978858816860,Книга 'Поселок...',https://www.moscowbooks.ru/image/book/731/w154/i731383.jpg?cu=20211008183509,Фантастика,2026-01-20 01:43:16
Задача трех тел,Лю Цысинь,1037,1 037 ₽,1 220 ₽ в магазине,https://www.moscowbooks.ru/book/1176803/,moscowbooks,978154291456,Книга 'Задача трех тел...',https://www.moscowbooks.ru/image/book/799/w154/i799942.jpg?cu=20231215172507,Фантастика,2026-01-20 01:43:16
Поселок,Булычев К.,842,842 ₽,990 ₽ в магазине,https://www.moscowbooks.ru/book/1201780/,moscowbooks,978630095263,Книга 'Поселок...',https://www.moscowbooks.ru/image/book/819/w154/i819252.jpg?cu=20240902170513,Фантастика,2026-01-20 01:43:16
Час Быка,Ефремов И. А.,502,502 ₽,590 ₽ в магазине,https://www.moscowbooks.ru/book/1203460/,moscowbooks,978648945444,Книга 'Час Быка...',https://www.moscowbooks.ru/image/book/820/w154/i820531.jpg?cu=20240916123506,Фантастика,2026-01-20 01:43:16
Обмен разумов,Шекли Р.,842,842 ₽,990 ₽ в магазине,https://www.moscowbooks.ru/book/1249265/,moscowbooks,978124184421,Книга 'Обмен разумов...',https://www.moscowbooks.ru/image/book/855/w154/i855718.jpg?cu=20251225154515,Фантастика,2026-01-20 01:43:16
Сами боги,Азимов А.,995,995 ₽,1 170 ₽ в магазине,https://www.moscowbooks.ru/book/1179013/,moscowbooks,978446596641,Книга 'Сами боги...',https://www.moscowbooks.ru/image/book/801/w154/i801602.jpg?cu=20240112125509,Фантастика,2026-01-20 01:43:16
Вино из одуванчиков,Брэдбери Дж.,672,672 ₽,790 ₽ в магазине,https://www.moscowbooks.ru/book/1213379/,moscowbooks,978122673133,Книга 'Вино из одуванчиков...',https://www.moscowbooks.ru/image/book/827/w154/i827708.jpg?cu=20241206150501,Фантастика,2026-01-20 01:43:16
Долгая Прогулка,Кинг С.,400,400 ₽,470 ₽ в магазине,https://www.moscowbooks.ru/book/1237005/,moscowbooks,978865418391,Книга 'Долгая Прогулка...',https://www.moscowbooks.ru/image/book/846/w154/i846234.jpg?cu=20250908153512,Фантастика,2026-01-20 01:43:16
